0.5,0.2857142857142857,0.6666666666666666,0.4
0.5454545454545454,0.2857142857142857,0.4444444444444445,1.0,0.4
0.45454545454545453,1.0,0.14285714285714285,0.25,0.24242424242424243
0.6363636363636364,1.0,0.4545454545454545,0.3333333333333333,0.5






