name,acc,recall,precision,F_measure,G_measure
ant-1.3_res.csv,0.850732601,0.5,0.678571429,0.547619048,0.643978624
ant-1.4_res.csv,0.833333333,0.5,0.666666667,0.571428571,0.634146341
ant-1.5_res.csv,0.794642857,0.333333333,0.258333333,0.273611111,0.494154332
ant-1.6_res.csv,0.785714286,0.704444444,0.57171398,0.62609357,0.714228332
ant-1.7_res.csv,0.699027027,0.686397059,0.402175672,0.504792867,0.723704414
camel-1.0_res.csv,0.911764706,0.5,0.333333333,0.4,0.659340659
camel-1.2_res.csv,0.598932831,0.226551227,0.42738614,0.279219356,0.340640184
camel-1.4_res.csv,0.797639056,0.128571429,0.288945578,0.177123215,0.224358302
camel-1.6_res.csv,0.782838187,0.167084378,0.388188609,0.222649455,0.270396974
ivy-1.1_res.csv,0.577272727,0.952380952,0.581529582,0.718753142,0.079501916
ivy-1.4_res.csv,0.9,0.8,0.366666667,0.48,0.848310827
ivy-2.0_res.csv,0.850892857,0.40625,0.410119048,0.38466811,0.545216954
jedit-3.2_res.csv,0.657692308,0.688888889,0.515246004,0.58476139,0.651364257
jedit-4.0_res.csv,0.73682266,0.578571429,0.458996559,0.503788478,0.612397635
jedit-4.1_res.csv,0.680626781,0.692857143,0.42521312,0.520190654,0.704306087
jedit-4.2_res.csv,0.808818342,0.444444444,0.368650794,0.379148012,0.559430739
log4j-1.0_res.csv,0.663636364,0.516666667,0.473333333,0.470238095,0.590197217
log4j-1.1_res.csv,0.739090909,0.775,0.662142857,0.683441558,0.664771085
log4j-1.2_res.csv,0.958947368,1,0.958947368,0.978932779,0
lucene-2.0_res.csv,0.596491228,0.668888889,0.619401709,0.615956291,0.452765011
lucene-2.2_res.csv,0.58115942,0.719047619,0.636665863,0.669475616,0.337542342
lucene-2.4_res.csv,0.642424242,0.759285714,0.699435674,0.719585598,0.378552071
pbeans-1.0_res.csv,0.833333333,1,0.833333333,0.9,0.05
pbeans-2.0_res.csv,0.9,1,0.75,0.833333333,0.873015873
poi-1.5_res.csv,0.668478261,0.716190476,0.728789544,0.720737822,0.469833351
poi-2.0_res.csv,0.88655914,0.270833333,0.625,0.375,0.421563135
poi-2.5_res.csv,0.507894737,0.61,0.625414701,0.613042137,0.301949514
poi-3.0_res.csv,0.577589852,0.728571429,0.652929663,0.685566045,0.290515678
synapse-1.0_res.csv,0.875,0.5,0.5,0.5,0.65
synapse-1.1_res.csv,0.65170068,0.438095238,0.395124717,0.396145125,0.534929016
synapse-1.2_res.csv,0.674307692,0.643055556,0.559824897,0.574985146,0.614851935
velocity-1.4_res.csv,0.734473684,0.871428571,0.798265161,0.827166968,0.178531368
velocity-1.5_res.csv,0.611471861,0.746666667,0.69935054,0.714601321,0.276462069
velocity-1.6_res.csv,0.650790514,0.601785714,0.51259435,0.542536592,0.623414591
xalan-2.4_res.csv,0.772190518,0.327272727,0.308933139,0.309090868,0.462212611
xalan-2.5_res.csv,0.572964912,0.577240398,0.595567458,0.569059169,0.483273366
xalan-2.6_res.csv,0.623942006,0.581475029,0.603504121,0.590989148,0.567848746
xerces-1.2_res.csv,0.850687104,0.142857143,0.75,0.236111111,0.249134948
xerces-1.3_res.csv,0.811111111,0.214285714,0.325,0.257575758,0.343990897
xerces-init_res.csv,0.5625,0.331349206,0.625420875,0.396645265,0.396469073
