name,acc,recall,precision,F_measure,G_measure
jedit-4.0_result.csv,0.7683497488498687,0.40238096565008163,0.4349603235721588,0.5192078705877066,0.49395524263381957
log4j-1.2_result.csv,0.9536842107772827,0.9944444417953491,0.9586549699306488,0.9760799050331116,0.0
pbeans-1.0_result.csv,0.7666666775941848,0.95,0.7833333432674408,0.8500000059604644,0.0
ant-1.7_result.csv,0.7436937034130097,0.33492647409439086,0.20482640266418456,0.540164053440094,0.3276369124650955
synapse-1.1_result.csv,0.6697619140148163,0.25666667222976686,0.2458333358168602,0.35006106325558256,0.3272632509469986
lucene-2.2_result.csv,0.5739130437374115,0.744761911034584,0.623924833536148,0.6701835542917252,0.3803692787885666
camel-1.6_result.csv,0.7933996915817261,0.015789473056793214,0.027272728085517884,nan,nan
velocity-1.5_result.csv,0.5887445926666259,0.6976190567016601,0.6890015959739685,0.6896843075752258,0.45401428192853927
log4j-1.0_result.csv,0.7075757622718811,0.4250000089406967,0.45833333730697634,0.5082341320812702,0.4786707818508148
poi-2.5_result.csv,0.47631579339504243,0.5754999995231629,0.5975894153118133,0.49944027066230773,0.27422160903612774
jedit-4.2_result.csv,0.8309523820877075,0.2950000032782555,0.25444444715976716,nan,nan
jedit-3.2_result.csv,0.6192307740449905,0.33333334028720857,0.2637762278318405,0.48987241586049396,0.34894876182079315
xalan-2.5_result.csv,0.4999649167060852,0.05,0.05277777910232544,0.5142483711242676,0.04934574067592621
poi-3.0_result.csv,0.5452431231737137,0.6729064047336578,0.6362870514392853,0.5971492856740952,0.37086894512176516
ant-1.5_result.csv,0.8169312238693237,0.06666666865348816,0.06666666865348816,0.3333333432674408,0.0978723406791687
xerces-1.2_result.csv,0.8326109766960144,0.042857144773006436,0.1833333343267441,nan,0.06859632995393541
poi-2.0_result.csv,0.8512903153896332,0.08333333432674409,0.1033333346247673,0.289682537317276,0.12706473767757415
lucene-2.0_result.csv,0.5380116969347,0.42444445490837096,0.3245454579591751,0.608892614642779,0.3007769972085953
camel-1.4_result.csv,0.820532214641571,0.021428572386503218,0.045238097012042996,nan,nan
ant-1.3_result.csv,0.8532051265239715,0.3,0.4,0.6666666746139527,0.36213517785072324
poi-1.5_result.csv,0.6092391192913056,0.8571428596973419,0.6361295104026794,0.717666894197464,0.2721364498138428
ivy-1.4_result.csv,0.8919999957084656,0.35,0.26666666865348815,0.5600000143051147,0.39125447869300845
jedit-4.1_result.csv,0.699287748336792,0.4000000089406967,0.2938644737005234,0.47841926557677134,0.43988936543464663
camel-1.2_result.csv,0.6370056569576263,0.0,0.0,nan,0.0
velocity-1.6_result.csv,0.5899209558963776,0.29464285969734194,0.2512987062335014,0.3821284068482263,0.33404097855091097
synapse-1.0_result.csv,0.846666669845581,0.0,0.0,nan,0.0
ant-1.6_result.csv,0.777142870426178,0.3500000059604645,0.3317249476909637,0.6387255191802979,0.19302383810281754
ivy-1.1_result.csv,0.6659091055393219,0.8999999940395356,0.6558549880981446,0.7534992635250092,0.46840686202049253
xalan-2.6_result.csv,0.5325757682323455,0.046341463923454285,0.05277777910232544,0.48262521624565125,0.05231354236602783
pbeans-2.0_result.csv,0.593333350121975,0.2,0.08333333432674409,0.5833333432674408,0.1523809552192688
xerces-1.3_result.csv,0.8003535389900207,0.10714286118745804,0.15079365223646163,nan,0.08673607061306636
xerces-init_result.csv,0.5496323585510254,0.2571428582072258,0.37896825671195983,0.4639355738957723,0.28380105793476107
ivy-2.0_result.csv,0.872222226858139,0.3,0.2650000035762787,0.6129629711310068,0.4229273110628128
velocity-1.4_result.csv,0.696842098236084,0.8576190531253814,0.7708392858505249,0.80728320479393,0.2590961903333664
log4j-1.1_result.csv,0.6709090918302536,0.7416666686534882,0.48345238864421847,0.6475068264537387,0.59219870865345
lucene-2.4_result.csv,0.6151515185832978,0.6757142961025238,0.6932637155056,0.8195460885763168,nan
jedit-4.3_result.csv,0.969217699766159,0.0,0.0,nan,0.0
camel-1.0_result.csv,0.8851158618927002,0.1,0.03333333432674408,nan,nan
xalan-2.4_result.csv,0.8181080043315887,0.1636363685131073,0.13555555716156958,nan,0.15958060856376374
synapse-1.2_result.csv,0.6604615390300751,0.16388889253139496,0.14545454680919648,0.5000000099341074,0.1767139256000519
ant-1.4_result.csv,0.7571895539760589,0.0,0.0,nan,0.0
