name, FPA
ant-1.3.csv,0.744501466
ant-1.4.csv,0.528789518
ant-1.5.csv,0.670083933
ant-1.6.csv,0.785395963
ant-1.7.csv,0.738576927
camel-1.0.csv,0.501369574
camel-1.2.csv,0.59558904
camel-1.4.csv,0.539616557
camel-1.6.csv,0.616667024
ivy-1.1.csv,0.741406643
ivy-1.4.csv,0.616182573
ivy-2.0.csv,0.780970982
jedit-3.2.csv,0.721506242
jedit-4.0.csv,0.730345292
jedit-4.1.csv,0.695141032
jedit-4.2.csv,0.695203295
jedit-4.3.csv,0.492813142
log4j-1.0.csv,0.679019149
log4j-1.1.csv,0.662846601
log4j-1.2.csv,0.512954422
lucene-2.0.csv,0.673156395
lucene-2.2.csv,0.653123505
lucene-2.4.csv,0.574199271
pbeans-1.0.csv,0.658653846
pbeans-2.0.csv,0.424148607
poi-1.5.csv,0.607627224
poi-2.0.csv,0.566757945
poi-2.5.csv,0.513842317
poi-3.0.csv,0.560203196
synapse-1.0.csv,0.656354261
synapse-1.1.csv,0.650752465
synapse-1.2.csv,0.635708513
velocity-1.4.csv,0.483101343
velocity-1.5.csv,0.633022277
velocity-1.6.csv,0.630464261
xalan-2.4.csv,0.592597861
xalan-2.5.csv,0.59094994
xalan-2.6.csv,0.628195657
xerces-1.2.csv,0.480748153
xerces-1.3.csv,0.654629742
xerces-init.csv,0.569379759
