name,acc,recall,precision,F_measure,G_measure
ant-1.3_res.csv,0.873076923,0.7,0.5,0.566666667,0.645079967
ant-1.4_res.csv,0.777777778,0.5,0.25,0.333333333,0.393939394
ant-1.5_res.csv,0.75,0.166666667,0.333333333,0.222222222,0.49382716
ant-1.6_res.csv,0.803571429,0.605026224,0.755555556,0.671007558,0.746395984
ant-1.7_res.csv,0.719189189,0.419921266,0.661029412,0.5129319,0.712037457
camel-1.0_res.csv,0.970588235,0.5,1,0.666666667,0.984615385
camel-1.2_res.csv,0.57306968,0.351526252,0.234487734,0.281045752,0.35934929
camel-1.4_res.csv,0.8,0.285714286,0.142857143,0.19047619,0.249056604
camel-1.6_res.csv,0.769532144,0.294886364,0.119152047,0.165257649,0.201364618
ivy-1.1_res.csv,0.648484848,0.649801587,0.842857143,0.72978022,0.386022598
ivy-1.4_res.csv,0.903333333,0.527777778,0.666666667,0.5,0.763019819
ivy-2.0_res.csv,0.89047619,0.585416667,0.46875,0.491369048,0.598842764
jedit-3.2_res.csv,0.657692308,0.510416667,0.744444444,0.599154903,0.652219935
jedit-4.0_res.csv,0.768472906,0.553809524,0.538095238,0.526435275,0.640030048
jedit-4.1_res.csv,0.651788541,0.401193868,0.648148148,0.487342949,0.672355661
jedit-4.2_res.csv,0.78531746,0.271428571,0.3375,0.298310023,0.485117291
log4j-1.0_res.csv,0.728956229,0.564814815,0.518518519,0.517195767,0.587936967
log4j-1.1_res.csv,0.689090909,0.581309524,0.775,0.6352886,0.634219547
log4j-1.2_res.csv,0.958947368,0.958947368,1,0.978932779,0
lucene-2.0_res.csv,0.575438596,0.558078262,0.693333333,0.609935008,0.47927318
lucene-2.2_res.csv,0.598550725,0.680807321,0.692857143,0.679304448,0.379141604
lucene-2.4_res.csv,0.581818182,0.687934174,0.582380952,0.626965818,0.455007007
pbeans-1.0_res.csv,0.766666667,0.866666667,0.9,0.853333333,0.1
pbeans-2.0_res.csv,0.64,0.473333333,1,0.6,0.669206349
poi-1.5_res.csv,0.663586957,0.700638261,0.800952381,0.738866172,0.376424425
poi-2.0_res.csv,0.879032258,0.625,0.25,0.35,0.39697463
poi-2.5_res.csv,0.494736842,0.616655926,0.6005,0.604915428,0.294047029
poi-3.0_res.csv,0.5544926,0.633240688,0.729679803,0.671550969,0.23797382
synapse-1.0_res.csv,0.9375,1,0.5,0.666666667,0.651162791
synapse-1.1_res.csv,0.624603175,0.368209877,0.462962963,0.40327882,0.567259945
synapse-1.2_res.csv,0.682692308,0.529265873,0.548611111,0.532967836,0.612926427
velocity-1.4_res.csv,0.753684211,0.802361773,0.897619048,0.845135168,0.160033402
velocity-1.5_res.csv,0.57034632,0.687076012,0.662857143,0.668596263,0.3165156
velocity-1.6_res.csv,0.650988142,0.500714286,0.539285714,0.513464052,0.605444231
xalan-2.4_res.csv,0.774956102,0.3045116,0.290909091,0.28756182,0.413874858
xalan-2.5_res.csv,0.546666667,0.551724138,0.432432432,0.484848485,0.506008855
xalan-2.6_res.csv,0.614028213,0.594349529,0.445876887,0.48791801,0.473048711
xerces-1.2_res.csv,0.860465116,1,0.142857143,0.25,0.249134948
xerces-1.3_res.csv,0.756481481,0.316666667,0.174603175,0.185207337,0.292237199
xerces-init_res.csv,0.530514706,0.514920635,0.4625,0.47389865,0.481200536
