/camel,0.362479565,0.497
/jedit,0.404815532,0.644
/lucene,0.682281182,0.57
/poi,0.694403418,0.611
/synapse,0.469867975,0.625
/xalan,0.551739967,0.594
/xerces,0.413331939,0.565
